"Name","Race","Race_percentage"
"Walltown","Asian",0.688231772358925
"Walltown","Black",33.6467044178311
"Walltown","Hispanic",10.1478808911785
"Walltown","White",47.989169177428
"Waterford","Asian",0
"Waterford","Black",11.3655998068102
"Waterford","Hispanic",0.692116916452555
"Waterford","White",87.0252283616788
"Watts Hospital-Hillandale","Asian",3.16358900875552
"Watts Hospital-Hillandale","Black",3.48649555974108
"Watts Hospital-Hillandale","Hispanic",9.8049964235348
"Watts Hospital-Hillandale","White",79.8644461344312
"Welcome Circle","Asian",11.6597636294444
"Welcome Circle","Black",10.1712867125556
"Welcome Circle","Hispanic",0.626809937444444
"Welcome Circle","White",71.6442604216667
"Wellington Forest","Asian",16.81547619
"Wellington Forest","Black",24.35515873
"Wellington Forest","Hispanic",28.67063492
"Wellington Forest","White",30.15873016
"Wellons Village","Asian",1.2854700856
"Wellons Village","Black",35.6773313705
"Wellons Village","Hispanic",41.9340086191667
"Wellons Village","White",20.5001960378333
"West End","Asian",1.9304038608
"West End","Black",53.5940119700645
"West End","Hispanic",3.34871222727742
"West End","White",36.4569523906452
"West Hills","Asian",0
"West Hills","Black",6.994047619
"West Hills","Hispanic",18.75
"West Hills","White",69.64285714
"West Murray / Broad","Asian",1.254064097
"West Murray / Broad","Black",42.63817928
"West Murray / Broad","Hispanic",29.07570831
"West Murray / Broad","White",15.09521598
"Westwood Estates","Asian",0
"Westwood Estates","Black",7.46727735877512
"Westwood Estates","Hispanic",3.12538069555981
"Westwood Estates","White",85.266212520622
"Whitney Park","Asian",2.011680727
"Whitney Park","Black",66.32057106
"Whitney Park","Hispanic",3.958468527
"Whitney Park","White",26.47631408
"Willow Hill","Asian",0
"Willow Hill","Black",56.41025641
"Willow Hill","Hispanic",6.666666667
"Willow Hill","White",34.65201465
"Willowhaven","Asian",0.557323635981872
"Willowhaven","Black",16.0776347756798
"Willowhaven","Hispanic",8.15791795599699
"Willowhaven","White",67.2893817778248
"Windsor Oaks","Asian",0.205488711576923
"Windsor Oaks","Black",26.7741891170231
"Windsor Oaks","Hispanic",3.85316916453077
"Windsor Oaks","White",68.3837272899231
"Woodcroft","Asian",3.61470391140514
"Woodcroft","Black",23.10368912259
"Woodcroft","Hispanic",3.27664422901286
"Woodcroft","White",68.3369601945498
"Woodlake","Asian",6.14866313177341
"Woodlake","Black",26.2523111344562
"Woodlake","Hispanic",2.01548128258761
"Woodlake","White",63.5117123047281
"Wyndcross","Asian",16.81547619
"Wyndcross","Black",24.35515873
"Wyndcross","Hispanic",28.67063492
"Wyndcross","White",30.15873016
"Wynstead","Asian",21.55207077
"Wynstead","Black",39.20386007
"Wynstead","Hispanic",9.288299156
"Wynstead","White",28.58866104
"C737B - COMMERCIAL","Asian",1.152073733
"C737B - COMMERCIAL","Black",68.8172043
"C737B - COMMERCIAL","Hispanic",0
"C737B - COMMERCIAL","White",23.88632873
"C738D - ALSTON AVE SOUTH","Asian",2.525832377
"C738D - ALSTON AVE SOUTH","Black",10.90700344
"C738D - ALSTON AVE SOUTH","Hispanic",35.82089552
"C738D - ALSTON AVE SOUTH","White",40.87256028
"C738J - HWY 54 & 55 INTERSECTION","Asian",1.152073733
"C738J - HWY 54 & 55 INTERSECTION","Black",68.8172043
"C738J - HWY 54 & 55 INTERSECTION","Hispanic",0
"C738J - HWY 54 & 55 INTERSECTION","White",23.88632873
"C739C - TRI-CENTER NORTH & SOUTH","Asian",2.525832377
"C739C - TRI-CENTER NORTH & SOUTH","Black",10.90700344
"C739C - TRI-CENTER NORTH & SOUTH","Hispanic",35.82089552
"C739C - TRI-CENTER NORTH & SOUTH","White",40.87256028
"C747E - MIAMI BLVD SPOT","Asian",34.10672854
"C747E - MIAMI BLVD SPOT","Black",30.9579052
"C747E - MIAMI BLVD SPOT","Hispanic",1.491547895
"C747E - MIAMI BLVD SPOT","White",31.15677826
"C747I - HOPSON RD SPOT","Asian",34.10672854
"C747I - HOPSON RD SPOT","Black",30.9579052
"C747I - HOPSON RD SPOT","Hispanic",1.491547895
"C747I - HOPSON RD SPOT","White",31.15677826
"C749C - LAKESIDE GOLF COURSE","Asian",4.281891169
"C749C - LAKESIDE GOLF COURSE","Black",21.67707404
"C749C - LAKESIDE GOLF COURSE","Hispanic",2.943800178
"C749C - LAKESIDE GOLF COURSE","White",61.46297948
"C749D - S. MIAMI BLVD SPOT","Asian",0
"C749D - S. MIAMI BLVD SPOT","Black",21.01865136
"C749D - S. MIAMI BLVD SPOT","Hispanic",0
"C749D - S. MIAMI BLVD SPOT","White",72.30989957
"C758C - CHN-PAGE C&I","Asian",13.36056109
"C758C - CHN-PAGE C&I","Black",29.380551715
"C758C - CHN-PAGE C&I","Hispanic",6.1486806405
"C758C - CHN-PAGE C&I","White",46.751122955
"C759B - HWY 70 EAST/C&I","Asian",0
"C759B - HWY 70 EAST/C&I","Black",38.58490566
"C759B - HWY 70 EAST/C&I","Hispanic",24.62264151
"C759B - HWY 70 EAST/C&I","White",32.83018868
"C800E - GARRETT/UNIVERSITY DR.","Asian",10.19855596
"C800E - GARRETT/UNIVERSITY DR.","Black",39.07942238
"C800E - GARRETT/UNIVERSITY DR.","Hispanic",24.68411552
"C800E - GARRETT/UNIVERSITY DR.","White",24.81949458
"C800G - UNIVERSITY DR SOUTH","Asian",2.039711192
"C800G - UNIVERSITY DR SOUTH","Black",42.215884476
"C800G - UNIVERSITY DR SOUTH","Hispanic",4.936823104
"C800G - UNIVERSITY DR SOUTH","White",46.563898916
"C810E - OLD CHAPEL HILL/UNVSTY DR","Asian",0
"C810E - OLD CHAPEL HILL/UNVSTY DR","Black",12.40875912
"C810E - OLD CHAPEL HILL/UNVSTY DR","Hispanic",2.773722628
"C810E - OLD CHAPEL HILL/UNVSTY DR","White",79.27007299
"C811A - DUKE UNIV.","Asian",4.40019100636364
"C811A - DUKE UNIV.","Black",19.7063144054545
"C811A - DUKE UNIV.","Hispanic",7.94421954863636
"C811A - DUKE UNIV.","White",63.7825149209091
"C821C - DUKE ST. O&I","Asian",2.336448598
"C821C - DUKE ST. O&I","Black",32.57676903
"C821C - DUKE ST. O&I","Hispanic",6.608811749
"C821C - DUKE ST. O&I","White",56.00801068
"C821D - FOREST HILLS CENTER","Asian",1.968503937
"C821D - FOREST HILLS CENTER","Black",54.13385827
"C821D - FOREST HILLS CENTER","Hispanic",2.854330709
"C821D - FOREST HILLS CENTER","White",36.61417323
"C821E - NC CENTRAL AREA","Asian",2.180349932
"C821E - NC CENTRAL AREA","Black",64.14871437
"C821E - NC CENTRAL AREA","Hispanic",17.058647047
"C821E - NC CENTRAL AREA","White",14.998499872
"C823B - GUESS RD NORTH/W CARVER S","Asian",0
"C823B - GUESS RD NORTH/W CARVER S","Black",11.23809524
"C823B - GUESS RD NORTH/W CARVER S","Hispanic",10.95238095
"C823B - GUESS RD NORTH/W CARVER S","White",47.23809524
"C823C - DUKE ST AT ROXBORO ST","Asian",0
"C823C - DUKE ST AT ROXBORO ST","Black",25.13368984
"C823C - DUKE ST AT ROXBORO ST","Hispanic",12.70053476
"C823C - DUKE ST AT ROXBORO ST","White",60.42780749
"C823H - DURHAM HOSPITAL AREA","Asian",2.45669732566667
"C823H - DURHAM HOSPITAL AREA","Black",24.5852568116667
"C823H - DURHAM HOSPITAL AREA","Hispanic",19.7911043216667
"C823H - DURHAM HOSPITAL AREA","White",43.2764103483333
"C823J - BROAD ST SPOT","Asian",1.077996195
"C823J - BROAD ST SPOT","Black",21.68674699
"C823J - BROAD ST SPOT","Hispanic",36.08116677
"C823J - BROAD ST SPOT","White",41.15409004
"C824B - ROSE OF SHARON","Asian",0.958627649
"C824B - ROSE OF SHARON","Black",42.83551968
"C824B - ROSE OF SHARON","Hispanic",18.56710394
"C824B - ROSE OF SHARON","White",36.02421796
"C825A - ROXBORO & MADDEN","Asian",0
"C825A - ROXBORO & MADDEN","Black",7.092198582
"C825A - ROXBORO & MADDEN","Hispanic",22.16312057
"C825A - ROXBORO & MADDEN","White",70.65602837
"C829A - N ROXBORO RD/RED MTN","Asian",0
"C829A - N ROXBORO RD/RED MTN","Black",34.18874172
"C829A - N ROXBORO RD/RED MTN","Hispanic",8.443708609
"C829A - N ROXBORO RD/RED MTN","White",57.36754967
"C831C - E. DURHAM C&I","Asian",1.959459459
"C831C - E. DURHAM C&I","Black",50.67567568
"C831C - E. DURHAM C&I","Hispanic",28.17567568
"C831C - E. DURHAM C&I","White",16.28378378
"C831E - ELIZABETH C&I","Asian",1.2005998345
"C831E - ELIZABETH C&I","Black",42.31823347
"C831E - ELIZABETH C&I","Hispanic",20.08542282
"C831E - ELIZABETH C&I","White",28.508773975
"C831G - ROXBORO SPOT","Asian",1.411100659
"C831G - ROXBORO SPOT","Black",52.21072437
"C831G - ROXBORO SPOT","Hispanic",17.02728128
"C831G - ROXBORO SPOT","White",18.15616181
"C832B - E. GEER & HARDY C&I","Asian",0
"C832B - E. GEER & HARDY C&I","Black",27.55787901
"C832B - E. GEER & HARDY C&I","Hispanic",48.24495892
"C832B - E. GEER & HARDY C&I","White",9.036594473
"C832E - MARKHAM @ CAMDEN","Asian",6.472196901
"C832E - MARKHAM @ CAMDEN","Black",21.14858706
"C832E - MARKHAM @ CAMDEN","Hispanic",19.4165907
"C832E - MARKHAM @ CAMDEN","White",39.28896992
"C832F - CHEEK RD. EAST OF 70","Asian",0
"C832F - CHEEK RD. EAST OF 70","Black",28.35820896
"C832F - CHEEK RD. EAST OF 70","Hispanic",55.13059701
"C832F - CHEEK RD. EAST OF 70","White",16.51119403
"C832G - I85 AT ROXBORO ST.","Asian",2.075812274
"C832G - I85 AT ROXBORO ST.","Black",12.81588448
"C832G - I85 AT ROXBORO ST.","Hispanic",5.9566787
"C832G - I85 AT ROXBORO ST.","White",69.94584838
"C832I - EAST CLUB C&I","Asian",0
"C832I - EAST CLUB C&I","Black",26.38504155
"C832I - EAST CLUB C&I","Hispanic",51.10803324
"C832I - EAST CLUB C&I","White",21.32963989
"C840A - SHERRON RD @HWY 70","Asian",10.56625803
"C840A - SHERRON RD @HWY 70","Black",36.31056626
"C840A - SHERRON RD @HWY 70","Hispanic",13.25160537
"C840A - SHERRON RD @HWY 70","White",39.87157034
"C840C - STONE PARK","Asian",12.37263464
"C840C - STONE PARK","Black",35.95342067
"C840C - STONE PARK","Hispanic",6.877729258
"C840C - STONE PARK","White",41.81222707
"C840E - PLEASENT DR @MIAMI !","Asian",0
"C840E - PLEASENT DR @MIAMI !","Black",70.51993942
"C840E - PLEASENT DR @MIAMI !","Hispanic",8.480565371
"C840E - PLEASENT DR @MIAMI !","White",4.745078243
"C840H - HOLLOWAY ST./CLAYTON RD.","Asian",0.9016393445
"C840H - HOLLOWAY ST./CLAYTON RD.","Black",56.486847125
"C840H - HOLLOWAY ST./CLAYTON RD.","Hispanic",16.73122379
"C840H - HOLLOWAY ST./CLAYTON RD.","White",22.721692715
"C841E - HOOVER @ 98 WEST","Asian",2.685421995
"C841E - HOOVER @ 98 WEST","Black",72.97527707
"C841E - HOOVER @ 98 WEST","Hispanic",12.87297528
"C841E - HOOVER @ 98 WEST","White",8.780903666
"C842A - CHEEK AT JUNCTION","Asian",0
"C842A - CHEEK AT JUNCTION","Black",15.902723405
"C842A - CHEEK AT JUNCTION","Hispanic",41.77595176
"C842A - CHEEK AT JUNCTION","White",29.383307465
"D821S - S DUKE ST","Asian",2.336448598
"D821S - S DUKE ST","Black",32.57676903
"D821S - S DUKE ST","Hispanic",6.608811749
"D821S - S DUKE ST","White",56.00801068
"R707A - I40/751/FATVL/COUNTY LINE","Asian",14.1912603199242
"R707A - I40/751/FATVL/COUNTY LINE","Black",5.49007138545455
"R707A - I40/751/FATVL/COUNTY LINE","Hispanic",0.996446171090909
"R707A - I40/751/FATVL/COUNTY LINE","White",76.9127928365152
"R707B - RESIDENTIAL","Asian",16.01343785
"R707B - RESIDENTIAL","Black",4.479283315
"R707B - RESIDENTIAL","Hispanic",1.511758119
"R707B - RESIDENTIAL","White",74.41209406
"R707C - RESIDENTIAL","Asian",16.01343785
"R707C - RESIDENTIAL","Black",4.479283315
"R707C - RESIDENTIAL","Hispanic",1.511758119
"R707C - RESIDENTIAL","White",74.41209406
"R707D - 751 SOUTH","Asian",20.94517958
"R707D - 751 SOUTH","Black",7.069943289
"R707D - 751 SOUTH","Hispanic",1.890359168
"R707D - 751 SOUTH","White",65.86011342
"R707E - DOWNS","Asian",16.01343785
"R707E - DOWNS","Black",4.479283315
"R707E - DOWNS","Hispanic",1.511758119
"R707E - DOWNS","White",74.41209406
"R707F - MSY CHAPEL/751","Asian",15.1351823789189
"R707F - MSY CHAPEL/751","Black",7.81362705256757
"R707F - MSY CHAPEL/751","Hispanic",1.66242796010811
"R707F - MSY CHAPEL/751","White",69.8853726151351
"R707U - 751 SOUTH FUTURE USE","Asian",20.94517958
"R707U - 751 SOUTH FUTURE USE","Black",7.069943289
"R707U - 751 SOUTH FUTURE USE","Hispanic",1.890359168
"R707U - 751 SOUTH FUTURE USE","White",65.86011342
"R708A - RESIDENTIAL","Asian",11.034945241234
"R708A - RESIDENTIAL","Black",2.97645317990638
"R708A - RESIDENTIAL","Hispanic",0.244454504348936
"R708A - RESIDENTIAL","White",85.1646993632766
"R708B - RESIDENTIAL","Asian",0
"R708B - RESIDENTIAL","Black",20.25316456
"R708B - RESIDENTIAL","Hispanic",4.068716094
"R708B - RESIDENTIAL","White",70.70524412
"R708C - RESIDENTIAL","Asian",10.07462687
"R708C - RESIDENTIAL","Black",2.686567164
"R708C - RESIDENTIAL","Hispanic",0
"R708C - RESIDENTIAL","White",87.23880597
"R708D - I40/HWY54/I40 RURAL","Asian",7.2360368551
"R708D - I40/HWY54/I40 RURAL","Black",11.0409162751
"R708D - I40/HWY54/I40 RURAL","Hispanic",6.07305936104
"R708D - I40/HWY54/I40 RURAL","White",74.6357780918
"R708E - RESIDENTIAL","Asian",7.371167645
"R708E - RESIDENTIAL","Black",11.2198304
"R708E - RESIDENTIAL","Hispanic",6.196999348
"R708E - RESIDENTIAL","White",74.36399217
"R708F - RESIDENTIAL","Asian",8.610086101
"R708F - RESIDENTIAL","Black",21.52521525
"R708F - RESIDENTIAL","Hispanic",0
"R708F - RESIDENTIAL","White",68.94218942
"R708G - WHITE OAK/POPE","Asian",0
"R708G - WHITE OAK/POPE","Black",20.25316456
"R708G - WHITE OAK/POPE","Hispanic",4.068716094
"R708G - WHITE OAK/POPE","White",70.70524412
"R708R - CHAPEL RUN","Asian",7.371167645
"R708R - CHAPEL RUN","Black",11.2198304
"R708R - CHAPEL RUN","Hispanic",6.196999348
"R708R - CHAPEL RUN","White",74.36399217
"R709A - BLENHEIM WOODS","Asian",0.61462815
"R709A - BLENHEIM WOODS","Black",2.274124155
"R709A - BLENHEIM WOODS","Hispanic",0
"R709A - BLENHEIM WOODS","White",87.95328826
"R709B - MAIDA VALE","Asian",0.61462815
"R709B - MAIDA VALE","Black",2.274124155
"R709B - MAIDA VALE","Hispanic",0
"R709B - MAIDA VALE","White",87.95328826
"R709C - WESTON DOWN","Asian",7.371167645
"R709C - WESTON DOWN","Black",11.2198304
"R709C - WESTON DOWN","Hispanic",6.196999348
"R709C - WESTON DOWN","White",74.36399217
"R709D - BAKERS MILL","Asian",7.371167645
"R709D - BAKERS MILL","Black",11.2198304
"R709D - BAKERS MILL","Hispanic",6.196999348
"R709D - BAKERS MILL","White",74.36399217
"R709E - POPE'S CROSSING","Asian",7.371167645
"R709E - POPE'S CROSSING","Black",11.2198304
"R709E - POPE'S CROSSING","Hispanic",6.196999348
"R709E - POPE'S CROSSING","White",74.36399217
"R709F - NORTH I40 RURAL","Asian",1.57843379493478
"R709F - NORTH I40 RURAL","Black",27.2014005351449
"R709F - NORTH I40 RURAL","Hispanic",19.0869793122391
"R709F - NORTH I40 RURAL","White",49.450087619058
"R709G - PRESCOTT PLC/ENCLAVE FARM","Asian",0
"R709G - PRESCOTT PLC/ENCLAVE FARM","Black",25.96491228
"R709G - PRESCOTT PLC/ENCLAVE FARM","Hispanic",26.9005848
"R709G - PRESCOTT PLC/ENCLAVE FARM","White",44.09356725
"R709H - TRENTON","Asian",0
"R709H - TRENTON","Black",25.96491228
"R709H - TRENTON","Hispanic",26.9005848
"R709H - TRENTON","White",44.09356725
"R709I - EVERWOOD","Asian",5.809698079
"R709I - EVERWOOD","Black",22.64409881
"R709I - EVERWOOD","Hispanic",0
"R709I - EVERWOOD","White",70.3568161
"R709J - CARRIAGE HILL","Asian",5.809698079
"R709J - CARRIAGE HILL","Black",22.64409881
"R709J - CARRIAGE HILL","Hispanic",0
"R709J - CARRIAGE HILL","White",70.3568161
"R709K - BENT CREEK","Asian",5.809698079
"R709K - BENT CREEK","Black",22.64409881
"R709K - BENT CREEK","Hispanic",0
"R709K - BENT CREEK","White",70.3568161
"R709L - MARY HILL","Asian",5.809698079
"R709L - MARY HILL","Black",22.64409881
"R709L - MARY HILL","Hispanic",0
"R709L - MARY HILL","White",70.3568161
"R709M - TROTTER RIDGE","Asian",5.809698079
"R709M - TROTTER RIDGE","Black",22.64409881
"R709M - TROTTER RIDGE","Hispanic",0
"R709M - TROTTER RIDGE","White",70.3568161
"R709N - FIVE OAKS","Asian",0
"R709N - FIVE OAKS","Black",25.96491228
"R709N - FIVE OAKS","Hispanic",26.9005848
"R709N - FIVE OAKS","White",44.09356725
"R709O - RESIDENTIAL","Asian",5.809698079
"R709O - RESIDENTIAL","Black",22.64409881
"R709O - RESIDENTIAL","Hispanic",0
"R709O - RESIDENTIAL","White",70.3568161
"R709P - PICKETT EST","Asian",6.61984252302381
"R709P - PICKETT EST","Black",25.0876634411905
"R709P - PICKETT EST","Hispanic",5.44414206690476
"R709P - PICKETT EST","White",61.3414745309524
"R709Q - RESIDENTIAL","Asian",5.809698079
"R709Q - RESIDENTIAL","Black",22.64409881
"R709Q - RESIDENTIAL","Hispanic",0
"R709Q - RESIDENTIAL","White",70.3568161
"R709R - RESIDENTIAL","Asian",5.36466068536508
"R709R - RESIDENTIAL","Black",19.9398509236508
"R709R - RESIDENTIAL","Hispanic",5.29970233936508
"R709R - RESIDENTIAL","White",60.003218225873
"R717B - COLVARD FARMS","Asian",20.94517958
"R717B - COLVARD FARMS","Black",7.069943289
"R717B - COLVARD FARMS","Hispanic",1.890359168
"R717B - COLVARD FARMS","White",65.86011342
"R717C - RESIDENTIAL","Asian",9.922113105
"R717C - RESIDENTIAL","Black",19.77649848
"R717C - RESIDENTIAL","Hispanic",1.896376566
"R717C - RESIDENTIAL","White",62.71588215
"R717D - THE HILLS AT SOUTHPOINT","Asian",9.922113105
"R717D - THE HILLS AT SOUTHPOINT","Black",19.77649848
"R717D - THE HILLS AT SOUTHPOINT","Hispanic",1.896376566
"R717D - THE HILLS AT SOUTHPOINT","White",62.71588215
"R717F - HUNINGTON RIDGE","Asian",20.94517958
"R717F - HUNINGTON RIDGE","Black",7.069943289
"R717F - HUNINGTON RIDGE","Hispanic",1.890359168
"R717F - HUNINGTON RIDGE","White",65.86011342
"R717G - CHANCELLOR'S RIDGE TOWNHO","Asian",20.94517958
"R717G - CHANCELLOR'S RIDGE TOWNHO","Black",7.069943289
"R717G - CHANCELLOR'S RIDGE TOWNHO","Hispanic",1.890359168
"R717G - CHANCELLOR'S RIDGE TOWNHO","White",65.86011342
"R717H - SOUTHAMPTON","Asian",9.922113105
"R717H - SOUTHAMPTON","Black",19.77649848
"R717H - SOUTHAMPTON","Hispanic",1.896376566
"R717H - SOUTHAMPTON","White",62.71588215
"R717I - OAKHAVEN","Asian",9.922113105
"R717I - OAKHAVEN","Black",19.77649848
"R717I - OAKHAVEN","Hispanic",1.896376566
"R717I - OAKHAVEN","White",62.71588215
"R717J - RESIDENTIAL","Asian",9.922113105
"R717J - RESIDENTIAL","Black",19.77649848
"R717J - RESIDENTIAL","Hispanic",1.896376566
"R717J - RESIDENTIAL","White",62.71588215
"R717K - COURTYARDS AT SOUTHPOINT","Asian",9.922113105
"R717K - COURTYARDS AT SOUTHPOINT","Black",19.77649848
"R717K - COURTYARDS AT SOUTHPOINT","Hispanic",1.896376566
"R717K - COURTYARDS AT SOUTHPOINT","White",62.71588215
"R717L - COLVARD FARMS PHASE 10","Asian",20.94517958
"R717L - COLVARD FARMS PHASE 10","Black",7.069943289
"R717L - COLVARD FARMS PHASE 10","Hispanic",1.890359168
"R717L - COLVARD FARMS PHASE 10","White",65.86011342
"R717M - COLVARD FARMS PHASE 12B","Asian",20.94517958
"R717M - COLVARD FARMS PHASE 12B","Black",7.069943289
"R717M - COLVARD FARMS PHASE 12B","Hispanic",1.890359168
"R717M - COLVARD FARMS PHASE 12B","White",65.86011342
"R718A - THE RESERVE","Asian",20.94517958
"R718A - THE RESERVE","Black",7.069943289
"R718A - THE RESERVE","Hispanic",1.890359168
"R718A - THE RESERVE","White",65.86011342
"R718B - EAGEL POINT","Asian",12.67710664
"R718B - EAGEL POINT","Black",8.128262491
"R718B - EAGEL POINT","Hispanic",1.565995526
"R718B - EAGEL POINT","White",71.58836689
"R718C - ROLLINGWOOD","Asian",11.9328927429655
"R718C - ROLLINGWOOD","Black",26.2587726362069
"R718C - ROLLINGWOOD","Hispanic",1.20787064113793
"R718C - ROLLINGWOOD","White",57.6834364748276
"R718D - WOODCROFT","Asian",5.08851559547738
"R718D - WOODCROFT","Black",23.0900852031658
"R718D - WOODCROFT","Hispanic",3.01004018187604
"R718D - WOODCROFT","White",66.8251514576717
"R718E - RESIDENTIAL","Asian",6.272273699
"R718E - RESIDENTIAL","Black",40.62722737
"R718E - RESIDENTIAL","Hispanic",12.40199572
"R718E - RESIDENTIAL","White",27.44119743
"R718F - ERWINWOOD","Asian",6.24988567227919
"R718F - ERWINWOOD","Black",40.5809174068528
"R718F - ERWINWOOD","Hispanic",12.3676429137868
"R718F - ERWINWOOD","White",27.5831914163452
"R718G - WHITNEY PARK @ SPRING HIL","Asian",2.011680727
"R718G - WHITNEY PARK @ SPRING HIL","Black",66.32057106
"R718G - WHITNEY PARK @ SPRING HIL","Hispanic",3.958468527
"R718G - WHITNEY PARK @ SPRING HIL","White",26.47631408
"R718H - SOUTHPOINT TERRACE PHS 1","Asian",12.67710664
"R718H - SOUTHPOINT TERRACE PHS 1","Black",8.128262491
"R718H - SOUTHPOINT TERRACE PHS 1","Hispanic",1.565995526
"R718H - SOUTHPOINT TERRACE PHS 1","White",71.58836689
"R718I - RESIDENTIAL","Asian",15.38461538
"R718I - RESIDENTIAL","Black",23.45523329
"R718I - RESIDENTIAL","Hispanic",0
"R718I - RESIDENTIAL","White",58.0075662
"R718J - RESIDENTIAL","Asian",8.926553672
"R718J - RESIDENTIAL","Black",28.70056497
"R718J - RESIDENTIAL","Hispanic",2.259887006
"R718J - RESIDENTIAL","White",57.40112994
"R718K - RESIDENTIAL","Asian",8.926553672
"R718K - RESIDENTIAL","Black",28.70056497
"R718K - RESIDENTIAL","Hispanic",2.259887006
"R718K - RESIDENTIAL","White",57.40112994
"R719A - GREEN HOPE VALLEY","Asian",5.82010582
"R719A - GREEN HOPE VALLEY","Black",23.28042328
"R719A - GREEN HOPE VALLEY","Hispanic",6.084656085
"R719A - GREEN HOPE VALLEY","White",54.4973545
"R719B - HEATHERWOOD","Asian",6.588579795
"R719B - HEATHERWOOD","Black",46.41288433
"R719B - HEATHERWOOD","Hispanic",0
"R719B - HEATHERWOOD","White",46.99853587
"R719C - HOPE VALLEY ON RUGBY RD.","Asian",3.072870939
"R719C - HOPE VALLEY ON RUGBY RD.","Black",0
"R719C - HOPE VALLEY ON RUGBY RD.","Hispanic",3.248463565
"R719C - HOPE VALLEY ON RUGBY RD.","White",85.95258999
"R719D - RESIDENTIAL","Asian",0.906748801672131
"R719D - RESIDENTIAL","Black",19.1302993034426
"R719D - RESIDENTIAL","Hispanic",1.7773696042623
"R719D - RESIDENTIAL","White",75.1613871080328
"R719E - CAITHERS POINTE/LINDENOAK","Asian",2.68212944339286
"R719E - CAITHERS POINTE/LINDENOAK","Black",0.280830280764286
"R719E - CAITHERS POINTE/LINDENOAK","Hispanic",3.10970499033571
"R719E - CAITHERS POINTE/LINDENOAK","White",87.2686968475714
"R719F - CARLTON CROSSING","Asian",0.896537882411475
"R719F - CARLTON CROSSING","Black",9.33344176254753
"R719F - CARLTON CROSSING","Hispanic",2.45090481194262
"R719F - CARLTON CROSSING","White",85.2107754499344
"R719G - STONE BRIDGE","Asian",1.963439404
"R719G - STONE BRIDGE","Black",39.47190251
"R719G - STONE BRIDGE","Hispanic",3.588354773
"R719G - STONE BRIDGE","White",46.58090724
"R719H - BRIGHTON RD.","Asian",0
"R719H - BRIGHTON RD.","Black",27.13833157
"R719H - BRIGHTON RD.","Hispanic",1.16156283
"R719H - BRIGHTON RD.","White",70.64413939
"R719I - CROSS TIMBERS","Asian",5.501330967
"R719I - CROSS TIMBERS","Black",8.42945874
"R719I - CROSS TIMBERS","Hispanic",7.808340728
"R719I - CROSS TIMBERS","White",77.01863354
"R719J - GAITHERS POINTE","Asian",1.963439404
"R719J - GAITHERS POINTE","Black",39.47190251
"R719J - GAITHERS POINTE","Hispanic",3.588354773
"R719J - GAITHERS POINTE","White",46.58090724
"R719K - GREYFIELD","Asian",1.405975395
"R719K - GREYFIELD","Black",7.029876977
"R719K - GREYFIELD","Hispanic",6.590509666
"R719K - GREYFIELD","White",79.61335677
"R719L - REGENCY BLUFFS","Asian",5.81625493592208
"R719L - REGENCY BLUFFS","Black",28.7597090589351
"R719L - REGENCY BLUFFS","Hispanic",3.18240315702597
"R719L - REGENCY BLUFFS","White",53.9440481648052
"R719N - NORTH HAMPTON HILLS","Asian",5.809698079
"R719N - NORTH HAMPTON HILLS","Black",22.64409881
"R719N - NORTH HAMPTON HILLS","Hispanic",0
"R719N - NORTH HAMPTON HILLS","White",70.3568161
"R727A - RESIDENTIAL","Asian",11.5432035816667
"R727A - RESIDENTIAL","Black",22.536880041092
"R727A - RESIDENTIAL","Hispanic",7.00673132057471
"R727A - RESIDENTIAL","White",54.5330438778161
"R727B - FAIRFIELD/KINGSLEY ESTATE","Asian",3.97176499197825
"R727B - FAIRFIELD/KINGSLEY ESTATE","Black",44.8600177593479
"R727B - FAIRFIELD/KINGSLEY ESTATE","Hispanic",1.8152739718913
"R727B - FAIRFIELD/KINGSLEY ESTATE","White",42.5141030657609
"R727C - SETTLERS MILL","Asian",8.01778371296341
"R727C - SETTLERS MILL","Black",33.3547657964634
"R727C - SETTLERS MILL","Hispanic",1.78926240154878
"R727C - SETTLERS MILL","White",53.3814753469512
"R727D - LYONS FARM/THE OAKS/GRAND","Asian",9.04751970984025
"R727D - LYONS FARM/THE OAKS/GRAND","Black",27.6024889637552
"R727D - LYONS FARM/THE OAKS/GRAND","Hispanic",1.54269542553735
"R727D - LYONS FARM/THE OAKS/GRAND","White",56.8236213892531
"R727E - OAKHAURST/LAKEHURST","Asian",5.00239110696861
"R727E - OAKHAURST/LAKEHURST","Black",45.4857441326906
"R727E - OAKHAURST/LAKEHURST","Hispanic",1.41893620456054
"R727E - OAKHAURST/LAKEHURST","White",42.5032504780269
"R727F - ADUBON PARK","Asian",0.72815534
"R727F - ADUBON PARK","Black",17.31391586
"R727F - ADUBON PARK","Hispanic",3.478964401
"R727F - ADUBON PARK","White",71.60194175
"R727G - RESIDENTIAL","Asian",2.93837414237076
"R727G - RESIDENTIAL","Black",22.8788523490867
"R727G - RESIDENTIAL","Hispanic",7.67018710685571
"R727G - RESIDENTIAL","White",59.428235154968
"R727H - VERNA PLACE","Asian",0.375110326666667
"R727H - VERNA PLACE","Black",14.4820887715152
"R727H - VERNA PLACE","Hispanic",7.35499256536364
"R727H - VERNA PLACE","White",68.1133783124242
"R727I - LAKE PARK","Asian",8.56004528796296
